model,dataset,topic_id,doc_id,doc_text_short
CTM,Wiki,15,17876,"שמאל על העיר מכיוון ההרים אלבקרקי באנגלית היא העיר הגדולה והמאוכלסת ביותר במדינת ניו מקסיקו שבארצות הברית. העיר היא מושב מחוז ברנליאו והיא שוכנת במרכז המדינה, על גדות נהר ריו גראנדה וממערב לרכס הרי סנדיה. נכון לשנת אוכלוסיית העיר מונה , תושבים, מה שהופך אותה לעיר ה בגודלה בארצות הברית והרביעית בגודלה בדרום מערב ארצות הברית. בשנת מנתה האוכלוסייה במטרופולין העיר , תושבים. כמחצית מאוכלוסיית ניו מקסיק"
CTM,Wiki,16,17114,"הראשון של חיל ההנדסה בצה ל מ חיל ההנדסה הקרבית הוקם ב והשתתף מאז בכל מלחמות ישראל, במבצעים רבים שנערכו בין המלחמות ובכלל פעילות הביטחון השוטף. הקמה חיילי הנדסה מתאמנים במסגרת חיל ההנדסה המלכותי בחיפה, דרך הגבורה דרך בורמה לזכר חללי חיל ההנדסה חיל ההנדסה הוקם על בסיס כוחות ההנדסה, הבנייה והחבלה של ההגנה וכן על כוחות מתנדבי היישוב היהודי בארץ ישראל לצבא הבריטי שהתגייסו במלחמת העולם השנייה ליחידות הש"
CTM,Wiki,16,10004,"הוא טנק אמפיבי קל שפותח בברית המועצות לאחר מלחמת העולם השנייה. הייצור התחיל בשנת ונפסק בשנות ה . הטנק שירת ומשרת בצבאות רבים בעולם, נחשב לאלטרנטיבה זולה לטנקי מערכה עיקריים והיה טנק הסיור הסטנדרטי של הצבא האדום עד החלפתו ב . ייצור הטנק היה מרוכז במפעל קירוב בלנינגרד ומפעל הטרקטורים בוולגוגרד. במלחמת ששת הימים תפס צה ל טנקי שלל והכניסם לשירות מבצעי. בין היתר פעלו הטנקים ביחידה דב לבן בחטיבה משוריינ"
CTM,Wiki,16,17195,"שמאל של קרב אוויר במהלך קרב מידווי, במלחמת העולם השנייה. הדיורמה מתארת מטוסי קרב של צי ארצות הברית בקרב עם מטוסי קרב של האימפריה היפנית מעל נושאת המטוסים יורקטאון, ביוני אלוף הפלות הוא טייס קרב שיירט הפיל מספר רב של מטוסים בקרבות אוויר. מספר המטוסים המקנה את הכינוי אלוף משתנה ממדינה למדינה, אך מקובל שהתואר ניתן למי שהפיל חמישה כלי טיס של האויב או יותר. התפתחות המונח שמאל ההפלות הראשון, אדולף פֶּגו"
CTM,Wiki,17,105,"השמש החדשה. כּוֹכַב לֶכֶת או פלנטה מיוונית , נע ונד הוא גרם שמיים, שאינו כוכב, המוגדר על פי האיגוד האסטרונומי הבין לאומי באופן הבא במערכת השמש נמצא במסלול קבוע סביב השמש בעל מסה גדולה דיה כדי שכוח המשיכה שלו יצור צורה הקרובה לצורה כדורית הוא מפנה את מסלולו מעצמים אחרים שגודלם קרוב לשלו. מחוץ למערכת השמש נמצא במסלול קבוע סביב כוכב או שאריות של כוכב המסה שלו מתחת למסה הדרושה להיתוך תרמו גרעיני של דא"
CTM,Wiki,17,1002,"מהירות היא גודל יחסי של גוף בתנועה. המהירות מודדת את המרחק אורך שעובר הגוף בזמן מסוים. אלה הן יחידות המידה הנפוצות למדידת מהירות מטר לשנייה יחידות זו יחידת למהירות סנטימטר לשנייה יחידות מייל לשעה מהירות של כלי רכב, בארצות הברית קילומטר לשעה מהירות של כלי רכב, בישראל ואירופה קילומטר לשנייה מהירות של חלליות וגרמי שמים קשר מהירות כלי שיט מאך מהירות כלי טיס מהירות האור בפיזיקה, למשל אם מהירות של אלקטר"
CTM,Wiki,17,56,"שמאל השמש לא בקנה מידה השמש, ארבעת כוכבי הלכת הארציים ניתן להבחין בירח סמוך לכדור הארץ , חגורת האסטרואידים, ארבעת ענקי הגזים, וכוכב הלכת הננסי פלוטו. כמו כן מופיע באיור שביט שנע במסלול בעל אקסצנטריות גבוהה ונראה בין מסלולו של צדק למסלולו של שבתאי שמאל מערכת השמש ומסלול פיוניר חלק מדיסקית פיוניר מַעֲרֶכֶת הַשֶּׁמֶשׁ היא מערכת כוכבי לכת, שבה מקיפים לפחות שמונה כוכבי לכת וגופים נוספים רבים את השמש בה"
CTM,Wiki,18,23500,"שמאל הכתרת לואי השמיני ובלאנש מקסטיליה בלנקה, נסיכת קסטיליה במרץ בנובמבר , הידועה גם בשם הצרפתי בלאנש, הייתה אשתו של לואי השמיני ואמו של לואי התשיעי, מלכי צרפת. ביוגרפיה בלנקה נולדה ב במרץ לאלפונסו השמיני, מלך קסטיליה ולאלינור מאנגליה, מלכת קסטיליה, בתם של הנרי השני מלך אנגליה ושל אלינור מאקוויטניה. בהיותה בת שנה, הביאה אותה סבתה אלינור מאקוויטניה לצרפת כדי להשיאה ללואי יורש העצר, בנו של המלך פילי"
CTM,Wiki,18,15589,"פסל של ג יימס השני בכיכר טרפלגר בלונדון. ג יימס השני, מלך אנגליה או ג יימס השביעי, מלך סקוטלנד באוקטובר בספטמבר היה מלך אנגליה, סקוטלנד ואירלנד מ בפברואר ועד למהפכה המהוללת ב . ג יימס היה המלך הקתולי האחרון שמלך באנגליה, סקוטלנד או אירלנד. ביוגרפיה ראשית חייו שמאל המלך צ ארלס הראשון וג יימס השני הצעיר , ציור מאת סר פיטר ללי ג יימס נולד ב באוקטובר בארמון סנט ג יימס בלונדון. הוא היה בנם השלישי של צ "
CTM,Wiki,18,1538,"בפברואר הוא היום ה בשנה, בשבוע ה בלוח הגרגוריאני. עד לסיום השנה, נשארו עוד ימים בשנה מעוברת . אירועים היסטוריים ביום זה יוליוס הראשון נבחר לאפיפיור הפיכת חצר באימפריה הסאסאנית אנשי אצולה וצבא תופסים את המלך הורמיז הרביעי, מעוורים אותו וכולאים אותו, ומעלים לשלטון את בנו, כוסרו פרוויז חיימה הראשון, מלך אראגון נישא ללאונור מקסטיליה ההולנדי אבל ינזון טסמן הוא האירופאי הראשון שמתעד הגעה לפיג י דוכס יור"
CTM,Wiki,19,2102,"ג ואן רולינג באנגלית , שם המשפחה מבוטא רָוְולִינְג נולדה ב ביולי , המוכרת בשם העט ג יי. קיי. רולינג . . , היא סופרת ופילנתרופית בריטית ילידת אנגליה, מחברת סדרת הספרים הנמכרת ביותר ברחבי תבל הארי פוטר . בזכות ספריה הפכה רולינג לאחת הנשים העשירות בבריטניה, ועל פי מגזין פורבס היא האדם הראשון בעולם שהפך למיליארדר מכתיבת ספרים. הסדרה והיא זכו להצלחה חריגה בגודלה ברחבי העולם ביחס לרבי מכר אחרים שקדמו לס"
CTM,Wiki,19,8573,"לה גווין עם הרלן אליסון במפגש סופרי מדע בדיוני במערב ארצות הברית, אורסולה קרובר לה גווין באנגלית באוקטובר בינואר הייתה סופרת אמריקאית, אשר כתבה בעיקר מדע בדיוני ופנטזיה, אך גם שירה, נובלות, ספרי ילדים ומאמרים, וכן תרגמה ספרים רבים לאנגלית. ידועה בכתיבתה הפמיניסטית, האנרכיסטית ובעלת המאפיינים הטאואיסטים. נחשבת לאחת מטובי סופרי הפנטזיה והמדע הבדיוני בעולם וזכתה במספר פרסי הוגו, וכן בפרסי נבולה, לוקו"
CTM,Wiki,19,13295,"פרס נבולה באנגלית הוא פרס ספרותי שניתן כל שנה מטעם אגודת סופרי המדע הבדיוני והפנטזיה של אמריקה לכותבי סיפורי המדע הבדיוני הטובים ביותר שפורסמו בארצות הברית במהלך השנתיים שקדמו לחלוקת הפרס. אין מדובר בפרס כספי, אלא רק בכבוד. עם זאת, המפרסמים של הספרים להוטים לציין שהספרים זכו בפרס זה, שכן העובדה שספר זכה בפרס זה, כמו בפרס הוגו, מביאה לעלייה במכירות הספרים. לעיתים קורה שבאותה שנה ניתנים הן פרס נבולה"
CTM,UGC,0,1711,"חיסול הוירוס . . בחיסונים חייבים להיות אדג ובנטים. אדג ובנטים אלה חומרים שתפקידם להמריץ את המערכת החיסונית כדי שתגיב כמה שיותר באפקטיביות לחיסון ותייצר כמה שיותר נוגדנים. ישנה סברה שלפעמים המערכת החיסונית מגיבה חזק מדיי ובאופו לא רצוי וכך מתפתחות מחלות אוטואימוניות. כחומר אדג ובנט משתמשים באלומיניום שהינו רעלן נוירולוגי . דווקא האלומיניום, אשר ביכולתו לעבור את מעטפת הדם המגנה על המוח , עומד במרכז "
CTM,UGC,0,59,"אלף? . בחיסונים חייבים להיות אדג ובנטים. אדג ובנטים אלה חומרים שתפקידם להמריץ את המערכת החיסונית כדי שתגיב כמה שיותר באפקטיביות לחיסון ותייצר כמה שיותר נוגדנים. ישנה סברה שלפעמים המערכת החיסונית מגיבה חזק מדיי ובאופו לא רצוי וכך מתפתחות מחלות אוטואימוניות. כחומר אדג ובנט משתמשים באלומיניום שהינו רעלן נוירולוגי . דווקא האלומיניום, אשר ביכולתו לעבור את מעטפת הדם המגנה על המוח , עומד במרכז ההיפותזה ש"
CTM,UGC,0,4117,האם חיסון זה יעיל ומונע התפתחות דלקת ריאותיש חיסון נגד דלקת ריאות. חיסון זה ניתן למבוגרים באופן חד פעמי. האם חיסון זה יעיל ומונע התפתחות דלקת ריאות למי שנדבק מקורונה?
CTM,UGC,1,2623,מה לא ברור ??? . אין אמא ואין אבא במשבר הזה אחרי שנתניהו הפקיר את מערכת הבריאות הציבורית בהיותו שר בריאות כאשר ליצמן סירב להיות שר רק סגן עד אשר אולץ להיות שר . הכישלון במשבר הזה שייך לנתניהו ההחלטות הם פוליטיות בלבד שלא לדבר על המשבר הכלכלי שהוא אסון
CTM,UGC,1,4724,ממשלה לא מתפקדת הפקרותמי שמנהל את הקורונה זו לא הממשלה לא שר הבריאות לא מנכל משרד הבריאות אלא חבורה של חברי כנסת בוועדה חוסר משילות מוחלט מפקירים את הבריאות של אזרחי המדינה
CTM,UGC,1,2324,להקים מיד ועדת חקירה ממלכתית לחקר מחדל הקורונה . בוז לראשי מערכת הבריאות בוז לראש הממשלה בוז לממשלה שהביאו עלינו את אסון הקורונה
CTM,UGC,2,5008,שוחד מרמה הפרת אמוניםשוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים שוחד מרמה הפרת אמונים
CTM,UGC,2,3855,"אין לנאשם נתניהו מנדט לשלוט, העם מביע בו אי אמון, ערב ערבאין לנאשם נתניהו מנדט לשלוט, העם מביע בו אי אמון, ערב ערב"
CTM,UGC,2,1715,"חכו חכו לביבי יש תמיד איזה שפן חדש שיוציא מהכובע בזה הוא מומ . בני גנץ לומד מהר, ביבי לעומת זאת משתחצן. ברור שהוא איבד את זה. עכשיו חוק של הרוב הדמוקרטי יאסור על מועמד לראשות ממשלה שעומד למשפט להקים ממשלה העבריין בדרכו הביתה. ההכרעה היא דמוקרטית הרוב דורש מראש הממשלה להיות נקי כפיים. ועכשיו תור בכייני הליכוד לקבל את הכרעת הרוב...."
CTM,UGC,3,854,בנט ליצן . סמוטריץ ולא בעד סיפוח.
CTM,UGC,3,2654,מה קורה עם בלוק הימין? אין בו יותר צורך אז מכפישים את ימינה
CTM,UGC,3,816,בנט אופוזיציונר מרשים... חבל שבחר בימין.
CTM,UGC,4,4632,"לצמצם מסכים לא עובד כרגע. משרד החינוך צריך לקנות מסך לכל ילדבמקום ש ח במזומן לכל ילד, לקנות טאבלט לכל ילד, ולארגן חיבור רשת מקוון לכולם. אין שום דבר חשוב יותר מזה במצב הנוכחי. ולאלה שאוהבים להיות בבית עם הילדים ולשחק מורים אם אתם לא מורים מקצועיים, רוב הסיכויים שאתם פוגעים בילדים שלכם בצורה הזאת. אולי יש מקרה אחד או שניים של כאלה שממש יודעים מה הם עושים אבל רוב ההורים לא מסוגלים לחנך בבית את הילדי"
CTM,UGC,4,3126,סיום לא ספורטיבי ולא הוגן! . סליחה. לא. לא מבין את ההמלצה של הוועדה המקצועית של איגוד הכדוריד על סיום ליגות הבוגרים .לסיום ליגת המשחקים של ליגת העל של הגברים נשארו משחקים סה כ קבוצות בודדות עם עוד משחק חסר . בגביע המדינה נשאר משחק הגמר בלבד. אפשר להחזיר את השחקנים הבוגרים לשבועיים שלוש של אימונים ותוך שבועיים נוספים אפשר לסיים את עונת הכדוריד בצורה ספורטיבית והוגנת עם הכרזה על אלופות ומחזיקות גביע
CTM,UGC,4,34,"מהפכה של ממש.... . הליגה כבר השנה תקוצר ל קבוצות בשנה הבאה סבב של משחקים והראשונה אלופהבין הליגות הראשונות קבוצות הראשונות יתקיים מפעל הגביע.גביע נטוטו מבוטל..לא תותר מכירת מנוייםהקהל יוגבל עד ובכול אופן ל איש בכול האצטדיון אדם בשורה אחת בין ריקות...שחקני הספסל יישבו ביציע, לא תותר לשחקן לירוק על הדשאשחקן שיפצע אפילו במעט דם לא תותר חזרתו למגרש גם בחבישתותינתן לכל קבוצה החלפה של עד שחקנים , השופט "
CTM,UGC,5,4848,סומך על קבוצת דלק שילמו היום !מלוא קרן וריבית אג ח י גסומך על תשובה וקבוצת דלק....שילמו היום !!! את מלוא אחוז הקרן וריבית . אחוז למחזיקי אג ח קבוצת דלק י ג כל הכבוד !!!!! ...גידור לחבית חשוב מאוד.....כל הכבוד
CTM,UGC,5,588,את סיפור השראה!!! . בחורה חכמה ויפה רק רציתי לומר שבת של עפה על מפרץ ההרפתקאות אז עשית עיסקה טובה!!! בהצלחה כפרה.
CTM,UGC,5,250,"איזו בחורה מרשימה . כתבה מעולה, בחורה סופר חכמה ומיוחדת. רק בת והספיקה לעשות כל כך הרבה דברים טובים ובעיקר משמעותיים בחייה, כיף וגאווה שיש לנו אנשים כמוה בארץ. בהצלחה."
CTM,UGC,6,127,אדלשטיין גרוע יותר מליצמן . ההדבקה היא במקומות סגורים תחבורה ציבורית עירונית שם ההדבקה זה קטסטרופה ראיתם מה קורה לדוגמא בקו אין פיקוח הנהג לא יכול להעיר ולא לעלות אנשים ללא מסיכה כי לא עולים בדלת הקידמית בצדק .שם תשימו פקחים שישגיחו שכולם עם מסיכות ולא תהייה צפיפות יותר אוטובוסים רק משם ההדבקה הגדולה והים זה תוספת ומרכזי קניות סגורים זה תוספת ההדבקה הגדולה זה באוטובוסים וחוסר משמעת
CTM,UGC,6,2319,להפיק את האוטובוסים הציבוריים מיד . סכנת חיים לנוסעים ולנהגים חייבים לסגור את כל התחבורה הציבורית בכלל ואוטובוסים בפרט. בגלל הפקקים השהות באוטובוס ארוכה חלק מהאנשים שנסעו בלי מסכה אומנם ירדו בתחנה אך השאירו את החיידקים והוירוסים להתעוףף בתוך האוטובוס סכנה זכרו איך בחורף כל החלונות אדים איכססס בקיץ לא רואים את זה אבל כל הוירוסים והחיידקים שם אוטובוסים לסגור עכשיו.
CTM,UGC,6,3878,אכיפה באטובוסים העירוניים תפסיקו לרדוף אנשים ברחוב ללא מסיכה שם ההדבקה מועטה תפקחו על מקומות של התקהלות ללא מסיכה ותציבו פקחים על האוטובוסים שם ההדבקה הנוראית הנהג לא יכוללפקח הוא צריך להיות עירני בכביש תחייבו כל המעסיקים שהעובדים שלהם יעבדו מהבית אז פחות אנשים יהיו בתחבורה הציבורית זה ימזער ההדבקות יש מובטלים שהמדינה תעסיק אותם להיות פקחים גם ככה משלמים אבטלה אז שיצאו לעבוד וידאגו לנושא הזה
CTM,UGC,7,1975,ככה מכחישים את החיסונים הממוסחרים !!! . מרגע הגילוי תחילת דצמבר.. הרופא היה אמור להיזהר . איך הוא נדבק אם לבש הגנות . הוא ידע בדצמבר וחלה בינואר עם כל ההגנות?!!!!.יכול להיות שכבר היה חולה והדגירה היא יותר מ יום ?!!!!כלומר יום.מה שיודעים שיש חולים בפועל שהגיעו ואובחנו . מה עם חולים אחרים ? מה עם נשאים אחרים . נניח שיש רק חולים מחצית הגיעו לבית החולים ואובחנו.. אז יש נשאים של שהסתובבו חודשיים יום וה
CTM,UGC,7,1389,"הצוות הרפואי . מה ההגיון בבידוד רופא שאינו חולה ורק קיים חשש שנחשף לחולי קורונה? הרופא יכול לטפל בחולי קורונה, להמשיך להיות ממוגן ללון ולהיות בהפסקה בביהח במקום בבית. למה להשבית אנשים שלא בוודאות חלו ולמוטט את שאר הצוות ."
CTM,UGC,7,1386,"הפקרות . סגרו את המחלקה הנירולוגית בשביל להקים מחלקת קורונה, העבירו את כל החולים הנירולוגים למחלקות פנימיות ועכשיו מסתבר שיש חולי קורנה מסתובבים בכל מחלקות בית החולים אם מישהו יודע באיזה מחלקה בוולפסון זה קרה שנדע אם אנחנו בתור מבקרים צריכים להכנס לבידוד כי משרד הבריאות לא מכיר כזה דיוח"
CTM,UGC,8,174,"אור יקרה,אני משתתפת בצערך ובצער המשפחה על פטירתו של סבא משה . לבי איתך ועם המשפחה.עצוב מאד .אני שולחת לכם את תנחומי ושלא תדעו יותר צער.חיבוק גדול ממני .מאחלת חכם בריאות.החלמה מהירה ומלאה לאמא .תשמרו על עצמכם יקרים!"
CTM,UGC,8,39,קורונה . ברוך דיין האמת עם ישראל לצערנו נגזר עליהם לצערנו מיתה המגפה הזו משמיים עם כל הכאב כאמא נקווה שהם יהיו אחרונות תפילות על כל עם ישראל ואנושות כולה להרבות בגמילות חסד וה יושיע אותנו הקדוש ברוך שומע תפילת כל פה אחדות בעם ישראל שיהיה אמן
CTM,UGC,8,4455,"כואב כל כך לקרוא את הדברים...תנוחמו מהשמיים בעזרת השם. תודה לצוות הרפואי שעושה ימים כלילות כדי להציל כמה שיותר. שלא תדעו עוד צער, משתתף בצער המשפחות. מרגש ויפה שקראתם תהילים ותפילות, זה מה שיעזור לנשמה שלמעלה, לא להתייאש ולהמשיך עם התהילים והתפילות בכל זמן."
CTM,UGC,9,4548,לא נקבל את זה שפושע יושב ברשות הממשלהפושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! פושע לכלא! 
CTM,UGC,9,17,", אזרחים ותיקים עובדים ומשלמים מיסים ללא דמי אבטלה!ממשלת הליכוד שנות שילטון וקצבת הזיקנה ש ח לחודש !!!! בושה !!! פשע !!! שנות שלטון ואזרחים ותיקים שעובדים לא זכאים לדמי אבטלה !! בושה!! פשע !! אזרחים ותיקים, הפכתם להיות השקופים של ממשלת הרשע!! יש לכם פחות זכויות מהמסתננים מאפריקה!! אף אחד אפילו לא יורק לכיוונכם !! ובמיוחד מי שלא תמך בהעלאת קצבת זקנה הליכוד והשרה גילה גמליאל מהיום תצביעו רק למי שיתמ"
CTM,UGC,9,4208,"הליכוד נגד אזרחים ותיקים! שנות שילטון וקצבת הזיקנה ש ח לחודש !!!! בושה !!! פשע !!! שנות שלטון ואזרחים ותיקים שעובדים לא זכאים לדמי אבטלה !! בושה!! פשע !! אזרחים ותיקים, הפכתם להיות השקופים של ממשלת הרשע!! יש לכם פחות זכויות מהמסתננים מאפריקה!! אף אחד אפילו לא יורק לכיוונכם !! ובמיוחד מי שלא תמך בהעלאת קצבת זקנה הליכוד והשרה גילה גמליאל!! מהיום תצביעו רק למי שיתמוך באמנת האזרחים הוותיקים .קצבת זקנה"
CTM,UGC,10,3829,"איזה להגדיל מס???כל השנים המדינה מפוצצת במיסים, הררי מיסים שמגיעים ממס הכנסה אדיר, מע מ, וחליבה אינסופית והגבוהה בעולם של מיסי יבוא רכב ודלקים, ומיסי נדלן. המדינה מפוצצת במיסים, אבל הנבזות והשקרים קשורים בכלל בחלוקת הררי הכסף האלה!! תקציב ביטחון מנופח, לא יעיל וחסר פרופורציה, מיליציות של קבוצות אינטרס משרד הביטחון השמן על אלפי הג ובים המיותרים בו חברת חשמל, רשות שדות התעופה, מקורות, וועדי עובדי הנ"
CTM,UGC,10,5017,שי באבד הוא עושק. עוד מעט לחודש ואין כסף לתשלומיםלצערי שי באבד מקבל ממני משכורת וכנל כל הצמרות הבחירות כולל ראש הממשלה חכים ושרים. בכל העולם מתגייסים למען העסקים הקטנים. רק במדינת ישראל יש כסף לממשלות מנופחות סקטור ציבורי מנופח. ולעצמאיים אין כלום. עוד מעט ה לחודש מצפים מאיתנו לא לעבוד ולא יהיה כסף לשלם לכלום לא משכורות לא התחייבויות ולא כלום בחסות שי באבד וכל השאר אנחנו ניכנס לחדלות פירעון. פשוט 
CTM,UGC,10,5065,תזכרו טוב לא יגיע כלום לעצמאים! אולי כמה שקלים בודדים המדינה קורסת והמלך שלנו לוקח לעצמו הטבות מס של מיליונים. הממשלה מסדרת לעצמה ג ובים במאות אלפים לח כ ובינתיים חצי מדינה מובטלים לא סוגרים את החודש קריסה טוטאלית חוסר אמון בשילטון. אפילו השלטון המקומי איבד אמון בממשלה
CTM,UGC,11,2261,לא סתם הם רופאים צעירים
CTM,UGC,11,3402,קתולים ממש לא שורפים גופות
CTM,UGC,11,4344,זה לא קצר זה מולד...
