model,dataset,topic_id,doc_id,doc_text_short
Top2Vec,Wiki:lemma_text,5,18302,קיי אלבני מועדון ספורט עיר בירה אלבניה כולל מועדון כדורגל גבר גדול מדינה מועדון ספורט ענף נוסף מועדון נוסד שנה נחשב מועדון זוכה מרוצה שנה תואר אליפות אצטדיון ביתי קבוצה נקרא סלמן הכיל מקום אס קיי שיחק רב יחסי עונה מפעל שונה אירופה הופעה בכורה גביע אירופה קבוצה ליגה אלופה יום עונה הפסיד קבוצה סקוטי קבוצה שיחק קבוצה ישראלי הפועל באר גביע אופ עונה
Top2Vec,Wiki:lemma_text,5,11670,סר רוברט בובי רלטון אנגלית אוקטובר אוקטובר כדורגלן אנגלי שיחק עמדה קשר התקפי נחשב אחד גדול שחקן ארץ רלטון זוהה עקר סטר יונייטד מועדון בו גדל קריירה שרד אסון אווירי מין שבו נספה רב שחקן בולט קבוצה הוביל דור הצליח מועדון שנה שותף זכייה שלושה אליפות אנגלייה גביע זכייה ראשון קבוצה אנגלי כלשהו גביע אירופה אלופה נבחר אנגלייה רלטון זכייה גביע עולם כדורגל שנה סגן מלך שער זמן רלטון
Top2Vec,Wiki:lemma_text,5,20029,מועדון כדורגל סיטי אנגלית מועדון כדורגל אנגלי משחק מפיונשיפ קבוצה כדורגל ייצג עיר קינגסטון ההא שיחק אצטדיון מונה מושב מד קבוצה כולל חולצה פס כתום שחור מכנס שחור גרב כתום כאן כינוי נמר עונה רשם מועדון היסטוריה העפיל ראשון תולדה ליגה כדורגל בכיר אנגלייה עיר גדול אירופה עולם נציג ליגה כדורגל לאומי בכיר מיקום שיא שלושה ליגה משנה הגיע סיטי שנה החמיץ עלייה ליגה אנגלי ראשון עלייה פרמייר ליג שנה
Top2Vec,Wiki:lemma_text,6,1526,ראש שנה חג יהודי תורה אחד ראש שנה עברי צוין ספרות חז צוין יום בא הב תשרי פותח עשרה יום תשובה נמשך יום כיפור חג כונה תורה יום תרועה לכן מצווה חג עיקרי תקיעה שופר פה מסורת יהודי יום דין שבו ישראל אלוהים מלך בוחן אדם כותב דין פה חלק דעה אופי יום נגזר היות יום בריאה אדם הלכה נחשב יום יום ראשון שנה מניין שנה מניין שנה שמיטה יובל מניין שנה עץ פרי תפילה חג מתאפיין באריכות חגיגיות מיוחד כולל ברכה
Top2Vec,Wiki:lemma_text,6,1396,תפוח דבש רימון שופר סמל חג יהודי ראש שנה מעגל חג ישראלי בסדר כרונולוגי החיל תשרי וידאו ברכה ראש שנה גרמנייה שנה יום התחיל עשרה יום תשובה לכן מאחל שנה כתב פסוק תחתית מתייחס ארבעה מין אוחז חג סוכה ראה תמונה חג ישראל מועד חג מועד יהודי קיים זמן חג מועד נקבע פה לוח עברי הגדרה נכנס יום רב חלק תורה חלק נקבע יד חז חלק נוסף שנה נתן חג מועד סוג קיים חג יום שמחה מועד יום צום תענית יום
Top2Vec,Wiki:lemma_text,6,15871,שביעי פסח יום שביעי אחרון חג פסח חל תאריך ניסן יום פה מסורת חז ארע קריעה ים סוף קיום בטרם יוצא מצרים מצווה קיים אחד שבעת יום פסח יום דבר שבו אסור עשייה מלאכה פרט מלאכת אוכל נפש שם חג כונה יום יום פסוק פותח שירה ים קריאה תורה יום קרא נקרא יום שביעי עצרת פה פסוק כינוי רווח יום חג שניים פסח כינוי דומה שניים פסח מופיע לוח שנה גניזה קהיר
Top2Vec,Wiki:lemma_text,7,15081,יוני אוגוסט רב אומן שחמט מוצא ארמני נולד טביליסי רפובליקה סוציאל סובייטי יום בירה גאורגיה נפטר מוסקבה אלוף עולם שחמט שנה חבר היכל תהילה עולמי שחמט שנה ראשון למד משחק שחמט גיל תווך צפייה משחק אב סיום מלחמה עולם שניים השתתף אליפות שחמט נוער נערך לנינגרד תחרות משמעותי ראשון זכה מקום ראשון שנה אלוף גאורגיה אלוף ברית מועצה נוער שנה זכה תואר אומן הצליח הגיע גמר אליפות ברית מועצה בוגר
Top2Vec,Wiki:lemma_text,7,11534,אולימפיאדת אולימפיאדת נערך מקסיקו סיטי מקום סה ארץ ברית ברית מועצה יפן מזרח גרמנייה אולימפיאדת חורף נערך צרפת מקום מדינה זהב סה אירח אופניים בג ירו איטליה ניצח אדי מרקס טור דה פראנס ניצח יאן בוואלטה אספניה ניצח אליפות עולם ניצח ויטוריו אתלטיקה אמריקאי ים היינס קובע אולימפיאדת מקסיקו זמן שנייה ריצה הופך אתלט ראשון שובר מחסום שנייה ריצה שיא עולמי החזיק מעמד שנה אמריקאי טומי סמית קובע אולימפיאדת מקסי
Top2Vec,Wiki:lemma_text,7,2051,שמואל פרידמן נולד אומן שחמט ברידג' קריירה ייצג ישראל ענף שחמט אולימפיאדת שחמט התקיים אולימפיאדת סטודנט אוסטריה פרידמן דרגה אומן בכיר חלק מקום שניים אליפות ישראל חילק פרס יופי תחרות בינלאומי משחק בו זכה לוחם חופש רב אומן פרידמן חבר נבחר לאומי ישראל ברידג' השתתף אליפות אירופה אומה אירלנד אליפות אירופה נבחר צעיר קופנהאגן שוודיה משחק שיחק נבחר לאומי ישראלי אליפות שוק משותף אתונה זכה פרס ביצוע יעיל יפה
Top2Vec,Wiki:lemma_text,8,18629,נרל מוטורס אנגלית קצר יצרנית רכב בינלאומי בסיס ארץ ברית חברה נוסד שנה יד ויליאם דוראנט מותג בולט בעלות חברה יתר קאדילק שברולט חטיבה פורק שנה חטיבה פורק שנה חלק מותג חברה נמכר נמצא תהליך מכירה מסגרת הליך פירוק יוני הגיש נרל מוטורס בקשה הליך פירוק פטר חוב הגיע סך מיליארד דולר אמריקני תוצאה חברה למעשה יד ממשלה ארץ ברית השקעה מיליארד דולר מהווה למעשה אחוז מניה חברה ממשלה ארץ ברית שנה
Top2Vec,Wiki:lemma_text,8,19500,רויאל פיליפס אלקטרוניקס הולנדי קצר פיליפס חברה הולנדי רב לאומי התמחה ייצור מוצר חשמל אלקטרוניקה מכשור רפואי תאורה נוסד יד אח הולנדי מוצא יהודי אנטון פיליפס חברה העסיק יום עובד מדינה ישראל מניה חברה נסחר מקביל בורסה אמסטרדם פרנקפורט בורסה ניו יורק מערך מחקר פיתוח חברה גדול מפותח פטנט שם נורה ליבון קלטת אודיו תקליטור שפופרת רנטגן היסטוריה חברה הוקם שנה בעיר איינדהובן הולנד שם שוכן מטה חברה יום שם רש
Top2Vec,Wiki:lemma_text,8,18051,שנה חברה ראשי מין גרמנייה סדרה מודל פיקה הב וו פרו קאר מהלך מרוץ מכונית גרמנייה פורמולה קבוצה וו תצוגה קונספט וו נהגה וה ראש תיבה מפעל מנוע גרמני יצרנית מכונית יוקרה אופנוע גרמני חברה הוקם מקור שנה יצרנית מנוע מטוס המשך התרחב תחום רכב חברה שולט יצרנית רכב בריטי מיני רולס רויס היסטוריה שנה ראשון שנה הקים קרל ראפ מפעל ייצור מנוע מטוס שם מפעל מוקם בעיר מין
Top2Vec,Wiki:lemma_text,9,8031,דגל גאנה אומץ שנה הוחלף גרסה שכלל פס לבן מרכז שנה דגל עוצב יד החליף דגל בריטניה קבלה עצמאות שנה מורכב צבע אפריקאי אתיופיה אדום צהוב ירוק פס אופקי כוכב שחור בעל חמישה קודקוד מרכז פס זהוב דגל גאנה ראשון אפריקה צבע אדום מסמל דם נפל מאבק עצמאות זהב מסמל עושר מקצב מדינה ירוק יער טבע עשיר מדינה התברך כוכב שחור מסמל עיקרון מנחה חופש אפריקני ראה קישור חיצוני
Top2Vec,Wiki:lemma_text,9,12744,דגל אומץ ספטמבר זמן מדינה בריטי המשיך שימש דגל מדינה קיבל מדינה עצמאות ינואר מרכז דגל מופיע סמל רקע צהוב רקע נחתך יד קו אלכסוני לבן שחור סמל מורכב סמל אסלאמי לווה סמל מלוכה שניים כפפה שנה צד סהר נמצא סרט כתוב ערבית מדינה משכן שלום תמיד שירות הדרכה דרום מזרח צהוב מסמל אופן מסורתי מלוכה דגל מלכותי מלזיה תאילנד דגל נשיאותי בעל רקע צהוב דגל דגל מדינה ריבוני בעל
Top2Vec,Wiki:lemma_text,9,7698,פורטוגל מתנוסס אחד מגדל טירה סאו רז דגל פורטוגל מלבן יחס צבע ירוק אדום מחולק אנכי חלק ירוק צד תורן אורך דגל אדום צד שני מרכז קו חלוקה נמצא סמל מורכב ספירה מגן פורטוגלי מסורתי דגל אומץ רשמי יוני שימוש מהפכה רפובליקאי אוקטובר משמעות דגל דגל משמעות רב מהלך הארט נובו תקופה משטר לאומני נמשך שנה מהפכה ציפורן שנה ירוק סימל יער פורטוגל אדום סימל דם מת שירות אומה הסבר קובל יום
Top2Vec,Wiki:lemma_text,10,19654,כלכלה סוריה חולק ענף עיקרי מועסק עובד מגזר שירות מועסק חקלאות תעשייה חלק מרכזי יצוא מתבסס נפט טרם מלחמה אזרח תמ עמד שנה מיליארד דולר קרי דולר נפש תוצר נמוך יחס מדינה מזרח תיכון ממשלה סורי אחוז אבטלה עמד שנה מקור דיפלומטי זר אחוז אבטלה כפול מלחמה אזרח פרצה שנה גרם נזק אדיר כלכלה סורי גורם התרסקות מטבע מקומי עלייה רב יקר מחיה עלייה תופעה כלכלי חברתי קיבוץ נדבה זנות הימלטות חלק
Top2Vec,Wiki:lemma_text,10,1661,כלכלה אחד כלכלה חופשית יציב עולם מדיניות ארוך טווח סודי בנקאי מתגאה הפך מדינה מועדף השקיע יצור כלכלה נשען במידה רב זרם קבוע השקעה זר גודל פיזי קטן כוח עבודה בעל התמחות גבוה עומד רשות תעשייה סחר מפתח כלכלה השיג אחד הכנסה גבוה נפש עולם מקביל שיעור אבטלה נמוך גירעון נמוך שנה כלכלה רביעית גודל ארץ מערב אירופה בעלה אוכלוסייה מיליון נפש מונח תוצר לאומי גולמי נפש אירלנד דנמרק עשירית מונח כוח קנייה נפש
Top2Vec,Wiki:lemma_text,10,1815,כלכלה ישראל כלכלה שוק עורב ממשלה חלק משמעותי צד מגזר פרטי פותח כולל תעשייה משגשג ענף שירות מגזר תעשייה מרכזי כולל תעשייה טק תעשייה ביטחוני תיירות עיבוד מתכת תעשייה כימיקלים מכשור רפואי תעשייה יהלום ישראל ענייה יחסי משאב טבע לכן תלוי יבוא מוצר חומר גלם נפט פחם מזון תלות הצטמצם מאה גילוי מאגר גז טבעי גדול ים תיכון החיל אמצע שנה שמנה כלכלה ישראל תמורה ממשק סוציאליסטי ריכוזי מגזר רחב נטל מס גדול כלכלה
Top2Vec,Wiki:lemma_text,11,20145,משכנתה כתיב מיושן משכנתה ריבוי משכן משכנתה אחד שישה סוג זכות מקרקעין משמעות שעבוד נדל יד בעל זכות בעלות הבטיח זכות נרשם משכנתה הבטיח החזר הלוואה ניתן בעל נכס שוק משכנתה ענף פעיל שוק פיננסים בו מתמודד ספק הלוואה בנק חברה ביטוח חברה פרטי לקוח לווה יתרון עיקרי שעבוד נכס משכנתה גודל סכום אדם פרטי נכס מהווה בטוח החזר הלוואה יתרון פריסה ארוך שנה מתאפשר הלוואה מגובה משכנתה מתאפשר לווה רכישה נכס מגור
Top2Vec,Wiki:lemma_text,11,7741,כלכלה אשראי הלוואה ניתן אדם חברה יד מוסד פיננסי תמורה התחייבות הלווה השיב הלוואה תוספת ריבית כעבור זמן קצר לרוב חודש שיעור קרדיט לרוב מהלך חודש הלוואה אשראי ניתן לרוב תמורה עירבון ישיר חיסכון נעול גובה עקיף שניים נטילה הלוואה אשראי נעשה תווך יצירה חוב מוסד פיננסי לרוב רישום חובה חשבון לווה מוסד פיננסי דוגמה מינוס בנק מיצוי מכסה מוקצה נוטל הלוואה אשראי מוסד אשראי מודרני גדל בד בד התרחבות ייצור תעשי
Top2Vec,Wiki:lemma_text,11,23034,חוזה עתידי הכשיר פיננסי נסחר בורסה בורסה נייר ערך בורסה סחורה חוזה עתידי התחייבות סיפק רכש נכס כלשהו סחורה מטבע חוץ נייר ערך מועד עתידי מחיר שער חליפין מקרה מטבע חוץ נקבע מראש תשלום מתבצע מועד מסיר נכס סחורה שימוש חוזה עתידי מאפשר שנה צד הבטיח הוצאה הכנסה כספית ברור ידוע מבלי התחשב גורם חיצוני צמצם סיכון כרוך מסחר צמצום סיכון גורר מקביל צמצום סיכוי רווח חוזה עתידי קיים סיכון אחד צד עמד התחייבות זמ
Top2Vec,Wiki:lemma_text,12,20297,אסייתי סורבה צרפתית מאכל קפוא נעשה מרסק פרי חומר גלם נוסף סוג לאט הכיל חלב ופל גלידה דל הכיל אלכוהול הכנה נעשה מכונה מערבב חומר נכנס תערובת אוויר ייצר דחוס עשיר טעם העריך מקור איראן פרס עתיק סיני מנה נעשה דג מיץ מיץ פרי אגדה הומצא רומא דרישה נירון קיסר העביר שליח דלי מלא שלג אירוע שם שלג דבש יין הוכר יום הופיע
Top2Vec,Wiki:lemma_text,12,20253,לאט איטלקי מילולי קפוא קינוח גלידה איטלקי בעל אפיין ייחודי טעם מרק מרכיב איטלקי מונח לאט מתאר סוג גלידה מחוץ מתייחס קינוח קפוא גלידה מערכה מכונה מכין לאט מכניס לתוך לאט כמות אפסי אוויר לכן לאט דחוס בעל טעם עז דומה טעם גלידה שמנת חלב הרכיב מרק בסיס לאט מים חלב חלב שילוב סוכר ממתיק מלאכותי חומר טעם טבעי לאט איכותי מתאפיין שימוש פרי טרי שבב שוקולד אגוז עוגייה ממתק עשוי מים בלבד
Top2Vec,Wiki:lemma_text,12,20295,שוקולד טבעוני רוסי אנגלית ממתק עשיר מאוד לרוב טעם שוקולד יוצר יד חלב חמאה סוכר דרגה נוקשות נמוך תערובת מחומם מעלה צלזיוס תערובת זמן צינון קיבל מרק חלק פריך נתן הוסיף שוקולד תערובת קיבל טעם שוקולד הומצא ארץ ברית מאה שנה מקור מדויק עדיין שנוי מחלוקת פה סיפור תוצאה ממתק קרמל הוכן לכן נקרא ממתק אנגלית אחד תיעוד ראשון נמצא מכתב נכתב יד
Top2Vec,Wiki:lemma_text,13,18607,עיצור עיצור מופק תווך זרימה אוויר ערוץ צר נוצר מיקום אמצע הגייה סמיכות גדול זרם אוויר יוצר צליל חיכוך משפחה עיצור חולק עיצור שורק עיצור בל שורק מופיע טבלה שנה עיצור משבצת עיצור ימני קול שמאלי אטום קיצוני אחוריים בינוני קדמי שפה סדק כיסוי גרון לוע ענבל חכי מכתש חכי כפוף בתר מכתש מכתש שן שפה שן דו שפה שורק בל שורק בל שורק צד
Top2Vec,Wiki:lemma_text,13,18639,עיצור עיצור מופק חסימה זרם אוויר חלל פה שחרור איטי תווך הפקה צליל חיכוך למעשה שנה עיצור נוהג עיצור אחד ראשון סותם שני הבחנה רצף עיצור סותם עיצור עיצור עיצור סותם שחרור אוויר הגייה סותם אילו עיצור חלק סותם חסר שחרור אוויר עצם דוגמה תשואה צואה מופיע טבלה שנה עיצור משבצת ימני קול שמאלי אטום קדמי מכתש חכי כפוף בתר מכתש מכתש שן עיצור שורק צידי עיצור
Top2Vec,Wiki:lemma_text,13,18873,עיצור עיצור נחתך לוע נוסף בסיס חיתוך ראשי הגייה עיצור התכווצות שריר לוע מעין הגייה מקביל הגייה עיצור סימן עיצור אלפבית פונטי בינלאומי רישום סימן שאלה מוקטן מימן סימן עיצור בסיסי דוגמה גרסה ערבי השתמש הגייה ארבעה עיצור בא אות ייצג עיצור מכתש אטום אות ייצג עיצור מכתש סותם קול אות ייצג עיצור מכתש סותם אטום אות ייצג עיצור מכתש קול עיצור שן
Top2Vec,Wiki:lemma_text,14,10502,רוסי המנון לאומי מדינה תשיעי גודל שטח עולם מוקם מרכז המנון התקבל יום ינואר החליף המנון מדינה נקרא פשטות המנון רפובליקה מילה נכתב יד נשיא בסיס מילה שיר קיים שנה נכתב יד יון נז המנון הולחן יד שמש עברי רשמי העתיק כתב לטיני טורקי הותאם רוסי רשמי שמש זהב מרום זרע זהב ערבה אגדה גבורה הסתכל ארצי קדום תהילה נולד גאה חזק בן
Top2Vec,Wiki:lemma_text,14,17010,מילה בולגרי מולדת יקרה המנון לאומי נכתב הולחן יצא נלחם מלחמה סרביה בולגריה שיר התקבל המנון בית אחרון אירוע רשמי שנה שימש שיר גועש המנון לאומי בולגריה נעשה שימוש שיר הריע רפובליקה שיר יקרה ארץ גיבור המנון לאומי מילה שיר תרגום העתיק בולגרי גאון פסגה הבלקן רגל שטף כחול שמש עוול מאיר
Top2Vec,Wiki:lemma_text,14,22705,עתיק חופשייה שוודי המנון לאומי שוודיה המנון חובר שנה יד מלחין שוודי לחן עממי שנה נוסף המנון שנה בית אחרון יד לואיס אלן בית לרוב מושמע נגינה המנון שיר מעמד חוק רשמי המנון שימש המנון כוח מסורת מוטיב מרכזי המנון פנייה צפון תווך ציון סגולה נעלה לחן מילה המנון תרגום העתיק עברי שוודי עתיק חופשייה צפון הררי שקט יופי מלא שמחה בירך ארץ יפהפה פן אדמה
Top2Vec,Wiki:lemma_text,15,10932,פרס אומנות מדע תרבות פרס מוענק ישראל די שנה שנה פרס סך מיליון דולר חולק זוכה ממומן יד קרן קידום מדע תרבות אומנות ישראל הוקם צורך עניין יד אגודה ידיד ישראל אמריקה לטיני קרן יזם ייסד אלברטו נס ראש תיבה שם תחילה ביקש נשאר אנונימי פרס ניתן חסות ראש ממשלה ישראל חמישה תחום תרבות אומנות מדע מדע חי מדע רוח מדע חברה פרס מוענק פה תחום משנה מתחלף מחזוריות די שנה קריטריון זכייה פרס מבוסס הצטיינות הישג מקצועי 
Top2Vec,Wiki:lemma_text,15,339,פרס טיורינג אנגלית פרס לאומי תחום מדע מחשב ניתן יד בגין הישג יוצא דופן תחום מדע מחשב תחום שקול פרס בחינה יוקרה פרס נובל מוענק תחום מתמטיקה מדע מחשב פרס קרוי שם אלן טיורינג מתמטיקאי בריטי נחשב אב מדע מחשב תאורטי בינה מלאכותי פרס ניתן די שנה החיל שנה שנה חולק זוכה פרס כסף דולר מומן יד חברה אינטל גוגל החיל שנה גובה פרס מיליון דולר מימון חברה גוגל ארבעה שנה ראשון נמנה גבר מקבל פרס שנה ניתן
Top2Vec,Wiki:lemma_text,15,2683,פרס נובל כימיה מוענק די שנה החיל שנה איש תרומה ייחודי ביצע מחקר יוצא דופן תחום כימיה פרס מוענק יד אקדמיה מלכותי שוודי מדע שנה שמונה פעם שבו פרס חולק פעם ניתן בו זמני שנה זוכה פעם שבו ניתן שלושה זוכה שנה זוכה פרס בן אדם פרס שמונה אישה שישה ישראלי זוכה פרס מאה עשרה אחד סך זוכה יהודי חתן פרס נובל כימיה מוענק ואן ואן אוניברסיטה ברלין
Top2Vec,Wiki:lemma_text,16,17092,קרול שם פרטי נפוץ גרסה בצור שונה רב ארץ שם ניתן אציל מלך רב ארץ אירופה מקור שם גרמני עתיק משמע אדם חופשי שם משפחה יהודי קרול מקור מילה משמע מלך הערה שוליים קטגוריה שם משפחה קטגוריה שם משפחה מבוסס שם קרל
Top2Vec,Wiki:lemma_text,16,12423,מנדל שם אירופי נפוץ יהדות אשכנז פירוש שקד עקר שם משפחה מנדל קיצור חיבה שם ניחם עקר שם פרטי מנדל שם קיצור מילה ניחם צורה הקטנה דל קישור חיצוני קטגוריה שם פרטי גבר קטגוריה שם משפחה אשכנזי קטגוריה שם משפחה גרמני קטגוריה שם משפחה מבוסס שם ניחם
Top2Vec,Wiki:lemma_text,16,16781,רוטשילד שם משפחה מקור גרמני משמעות מגן סמל אדום דרום מערב גרמנייה שכיח שם משפחה פה סימון ציור בית משל הפך שלט אדום שם קטגוריה שם משפחה קטגוריה שם משפחה אשכנזי
Top2Vec,Wiki:lemma_text,17,12612,ציור פירוש משנה רב מסכת פרק משנה דפוס וילנה מסכת מסכת שניים בסדר טהרה סדר שישי אחרון שישה סדר משנה מסכת שמונה עשרה פרק דן דין טומאה מת דין טומאה אוהל מת פרט כאן שם סוף פרק ראשון מסכת נמצא משנה ידוע מונה רמ איבר גוף אדם נושא מסכת נגע מסכת נחשב נושא עמוק קשה הבנה יד תלמוד בבלי ירושלמי מסכת שנה תלמוד עסק משנה מסכת מסגרת סוגיה רבי גרשון חנוך ליקט הובא מקור עוסק משנה
Top2Vec,Wiki:lemma_text,17,10715,עין יעקב מסכת חגיגה דפוס ראם מסכת חגיגה מסכת אחרון בסדר מועד ובה שלושה פרק נושא עיקרי מסכת קורבן חגיגה מקריב שלושה רגל פסח שבוע סוכה כאן שם מסכת משנה תלמוד בבלי דף חלק ראשון מסכת עוסק דין מיוחד מצווה ראייה זמן עלייה רגל בית מקדש קרבן חייב יחיד הביא עלייה רגל עולה ראייה שלם חגיגה שלמי שמחה נושא חלק שני מסכת דין טומאה טהרה הואיל פה תורה שלושה רגל צורך הבאה קרבן פרק שני תלמוד בבלי מסכת כולל מדרש רב ע
Top2Vec,Wiki:lemma_text,17,12379,חשש ערלה ערלה מסכת ערלה מסכת עשירי בסדר זרע מסכת שלושה פרק עוסק פרט הלכה ערלה הלכה מסכת דיון הלכה תערובת ביטול איסור בסדר מופיע משנה בלבד נכתב תלמוד בבלי תלמוד ירושלמי תוספתא בלבד משנה מסכת שלושה פרק תוספתא פרק אחד מיקום מסכת בסדר זרע הקדמה הרמב משנה הסתיים דיון זרע מתנה מתנה נהוג זרע אילן הגיע תור דיון מצווה נהוג אילן בלבד מעשר לפיכך סודר מעשר סוף סדר טעם הפיכה מסכת
Top2Vec,Wiki:lemma_text,18,16116,פרשה משפט פרשה שבוע שישה ספר שמות חלוקה לפרקים התחיל מסתיים פרשה מפרט מצווה דין רב עקר קשור תחום משפטי מצווה רב אדם מקום מצווה המשך עשרה דיבר מצווה נזכר סוף פרשה פרשה יתר מהווה ספר ברית נכרת ברית בן ישראל סוף פרשה סופר מעמד כריתה ברית עלייה משה הר סיני קבלה תורה פרשה משפט נקרא תאריך שבט אדר שנה קביעות בא אדר שנה לבד שנה השא נקרא
Top2Vec,Wiki:lemma_text,18,17384,בן ישראל פרשה מדבר פרשה שבוע ראשון ספר מדבר התחיל ראש ספר מסתיים חלוקה פרק פרשה מדבר פסוק שלושה אורך פרשה תורה בחינה פסוק חולק פרשה מיקום פרשה פתוח סתום פרשה מצווה פרשה אחרון אחד אחרון נקרא מהלך ספירה עומר לרוב נקרא פרשה סמוך ראש חודש סיון תוכן פרשה פרשה עוסק עקר מניין מפקד בן ישראל שבט חודש שני אייר שנה שניים יציאה מצרים פירוט שם פוקד משה אהרון נשיא שבט פיקד גבר
Top2Vec,Wiki:lemma_text,18,17654,ברכה כוהן פרשה נשא נשוא פרשה שבוע שניים ספר מדבר חלוקה לפרקים התחיל מסתיים פרשה נשוא ארוך תורה מיעט פרשה חובר קע פסוק שבת נקרא פרשה נשוא תמיד שבת סמוך חג שבוע תוכן פרשה פרשה המשיך עניין נדון פרשה מדבר מניין פיקד רשימה פרשה הלכתי פרשה חלק רצף פרשה תחילה ספר מדבר עוסק הקמה מחנה ישראל הכנה נסיעה הר סיני ארץ ישראל המשך עיסוק שבט לוי תפקיד משפחה בן גרשון בן מניין חובה
Top2Vec,Wiki:lemma_text,19,8027,פוף הבשיל אורז אופייני מטבח מרכז איראן טורקי מרק מתובל מרק בשר שם יהודי נחשב מאכל לאומי אוזבקיסטן יהודי בוכרה מורכב חמישה הרכיב עיקרי דגן בשר ירק פרי יבש תבלין דגן אורז עגול חיטה חומוס תירס גרסה הודי אורז הוגש סיר קערה מגש מונח מרכז שולחן אחד סועד נוטל מנה צלחת ישיר יד מקור מילה כדור אורז שם מילה הודי שם
Top2Vec,Wiki:lemma_text,19,8029,קוריאנית פרי ים ספרדי הבשיל אורז מקור חבל ולנסיה ספרד אוכל יום ראשון חגיגה בנטו גרסה רב מנה הרכיב שונה מקור שם שם משמעות מחבת מנה הפך כה פופולרי ספרדי מילה הפך שם נרדף מחבת מוסיף ירק בשר פרי ים שלושה הרכיב עיקרי מנה אורז זעפרן שמן זית מסעדה ספרדי רשום תפריט לפעמים נתן קיבל יום ראשון דרוש לפחות שעה הכנה קישור חיצוני עוף טופו טופו אתר קטגוריה מאכל אורז קטגוריה מטבח ספרדי קטגוריה מאכל לאומי
Top2Vec,Wiki:lemma_text,19,9213,חנות מזון טורקי גרמנייה צבע אדום תוצאה תבלין ירק הוסף תבשיל בורגול מערבי העתיק מדויק רע מקראי מזון ים תיכוני עשוי גרגר חיטה מבושל נכבש שם עברי מקורי נזכר ספר שמואל מאכל נפוץ עשוי קובה מטוגן סוג דרה בורגול עדשה שמן סלט נעשה מושר מרוכך ליווי ירק עשב תיבול בורגול טחון דק נקרא ריש הלכה פסח נחשב חמץ בישול מים רב פוסק סבור איסור בישול עכו לכן גוף כשרות רב
Top2Vec,Wiki:lemma_text,20,14832,כתר מטבע נהוג מדינה אירופה מילה כתר תרגום עברי שם מטבע להלן רשימה מדינה מטבע נהוג יום שם מקומי מטבע כיה קורונה דנמרק איסלנד פארו שוודיה כתר שימוש אימפריה אוסטרו הונגרי התפרקות מלחמה עולם ראשון קראון שיטה שנה ערך כתר בריטי אחד שילינג פני שווי ארבעה לירה שטרלינג סלובקיה נהוג מטבע שם כתר ינואר הילך חוקי מדינה
Top2Vec,Wiki:lemma_text,20,11254,לירה שטרלינג ראש תיבה ליש אנגלית ראש תיבה קצר פאונד סלנג מטבע רשמי ממלכה מאוחד בריטניה גדול צפון אירלנד ליש התחלק פני מטבע רביעי הכי נסחר עולם דולר אמריקאי אירו ין יפני סימן קובל ליש סימון תקן נעשה שימוש סימון תקן סימן עיצוב מסוגנן אות מקור אות ראשון מילה ליברה חברה מלאה איחוד אירופי בריטניה רשאי הצטרף גוש אירו החליט אימץ אירו המשיך השתמש הילך חוק בנק
Top2Vec,Wiki:lemma_text,20,16889,ספרדית סימון תקן חוקי גואטמלה נקרא שם ציפור לאומי גואטמלה תרבות מאיה עתיק נוצה זנב ציפור שימש מטבע חולק נכנס שימוש שנה החליף פס שנה הוצמד דולר אמריקני סחר פנים גואטמלה מחזור קיים מטבע אחד שטר קיים מחזור קישור חיצוני עובדה מטבע הערה שוליים קטגוריה גואטמלה כלכלה קטגוריה מטבע קטגוריה מטבע אמריקה לטיני
Top2Vec,Wiki:lemma_text,21,2526,אירוע אפריל אסטרונאוט סובייטי יורי אדם ראשון חלל נולד טקסט פיקסל סוזאן בויל טקסט פיקסל סי היימן טקסט פיקסל בוי ג'ורג' ורג דיאנה נסיכה ויילס טקסט פיקסל ארז טל טקסט פיקסל ברק אובמה טקסט פיקסל סטיבן טקסט פיקסל ירמי קפלן נפטר לוח שנה קישור חיצוני
Top2Vec,Wiki:lemma_text,21,2534,אירוע בולט עולם סירס הופך מבנה גבוה עולם נפתח אופן רשמי מאי מגוון תמונה מלחמה יום כיפור נולד אביתר בנאי קובי מחט ליאור כלפון אביב גפן אורלי לוי אבקסיס הריק בנדו ראיין גיגס שלום דניאל סלומון נפטר יעקב דור פאבלו פיקאסו פיקסל ורוניקה לייק פיקסל ולטר טקסט פיקסל דוד בן גוריון לוח שנה קישור חיצוני
Top2Vec,Wiki:lemma_text,21,2516,אירוע נולד פיקסל מאיר אריאל סטיבן הוקינג מוחמד עלה אהוד ברק גאולה נוני האריסון פורד יום הנדריקס יורם ארבל פרנקלין פול מקרטני פיקסל ביידן נפטר אדית שטיין יאנוש קורצ אק אברהם שטרן האיר פנחס רוטנברג לוח שנה קישור חיצוני
Top2Vec,UGC:clean_text,0,2317,"להישאר בבית . כל המאמצים, אין דרך לנטרל וירוס. לצורך העניין בקפריסין יש חולים ! מדינה שכולה תיירות. אבל מי שחוזר מקפריסין אסור לו לצאת למסיבנ עם איש אבל ללכת לעבודה ולסופר כן... מי שמנהל את סיפור הקורונה בישראל נכשל כשלון ענק ההנחיות שלו לא עצרו התפשטות וכרגע יש ממב שמסתובבים חולים בישראל בכל מקום. מעל איש בבידוד ביתי ועוד אלפים שלא יודעים עליהם..... בקיצור בדיחה רעה ניהול כושל ! שר בריאות שלא מבי"
