model,dataset,topic_id,doc_id,doc_text_short
C-Top2Vec,Wiki_clean_text_v2,33,2038,טקסט תרגול יוגה במושב אמירים תרגול יוגה במושב אמירים יוגה בסנסקריט מילולית עול רתמה אחדות איחוד פילוסופיה אורח חיים ומשמעת תרגול שמטרתה איחוד העצמי הפרטי ג'יוואטמה העצמי האוניברסלי פארמאטמה במילים פשוטות יוגה מבקשת להביא לאחדות הגוף התודעה והנשמה יוגה כללי למספר תורות חוכמה מיסטיות רוחניות שמקורן בהודו בימינו מקובל במערב השימוש בשם בשיטת אימון גופני אלמנטים מעטים ושוליים רוחניות פי פילוסופיית היוג
C-Top2Vec,Wiki_clean_text_v2,33,1753,אלת השמש אמטראסו יוצאת מן המערה המיתולוגיה היפנית מתייחסת לאסופות רשומות היסטוריות מיתוסים ואגדות מאזור יפן אשר הועלו הכתב במאה השמינית אך מקורם קדום הרבה הגדרה נרחבת מיתוסים יפנים עשויה לכלול טקסטים אגדות וסיפורי פולקלור מאוחרים למאה השמינית כגון דמויות שהתקדשו בפולחנים מקומיים שונים סמך מסורות בעל פה במשך שנים רבות המיתוסים ביפן הועברו בעל פה בשנת לוקטה גרסה כתובה המיתולוגיה אשר נקראה קוג'יקי רש
C-Top2Vec,Wiki_clean_text_v2,34,1647,אווירית מפרץ גואנטנמו מפת מפרץ גואנטנמו וגבולות הטריטוריה האמריקאית מפרץ גואנטנמו בספרדית טריטוריה ארצות הברית חלקו הדרומי המפרץ באי קובה שטחה קמ ושוכן בה בסיס צי ארצות הברית הבסיס האמריקני הוותיק ביותר שאינו שוכן אדמת ארצות הברית היסטוריה קובה נכבשה ידי ארצות הברית בסופה מלחמת ארצות הברית ספרד סיומה המלחמה החילה ארצות הברית ממשל צבאי בקובה כדי להעביר מוסדות השלטון לממשלה קובנית עצמאית ואזרחית החל
C-Top2Vec,Wiki_clean_text_v2,34,582,מטבעות מתקופת המנדט הבריטי ומדינת ישראל שני הצדדים מטבע ספרדי מתקופת פרננדו השישי במשמעותו המקורית גוש מתכת בעל צורת עיגול צורה דומה שעליו הטבעה שנוצרה ידי ריבון ומכאן נגזר שמו ואשר מטרתו לשמש אמצעי תשלום המקל פעולות הקנייה המכירה והתשלום עבור סחורות עבודה שירותים בשל כך המושג מטבע משמש כינוי כללי לכל הכספים הרשמיים במדינות העולם הכוללים שטרות כסף ומטבעות המוגדרים כהילך חוקי מדינה בישראל המטבע החו
C-Top2Vec,Wiki_clean_text_v2,34,3529,קערה מכסף להנחת התינוק בטקס מגש הכסף להנחת התינוק בטקס ולידו כוס יין וסלעי כסף לפדיון עוגה שהוכנה לפדיון הבן ילד בשם עידן המשלבת אלמנטים מהטקס פדיון הבן פדיון בכורות מצוות עשה מתוך תרי מצוות לפיה חייב אב מישראל לפדות בנו הבכור מחזקת הכהן היוולדו הבן שייך להקדש בשל מצוות קידוש בכורות ולכן לפדותו החיוב לפדות חל מגיל יום אך ניתן לקיימו אחרי ניתן למסור התשלום לפני ולהכריז שהפדיון תקף מגיל יום הפדיון א
C-Top2Vec,Wiki_clean_text_v2,35,1525,נוף מתקופת הטריאס בו קבוצת צלופיזיסים לצד פטיינוזאורים מעופפים יא תור בעידן המזוזואיקון אורכו מיליון שנים מלפני מיליון שנים לפני מיליון שנים תור הטריאס החל אחרי הכחדת פרם טריאס ההכחדה ההמונית הגדולה ביותר בתולדות כדור הארץ בתור כמעט היבשות מאוחדות ביבשת אחת בשם פנגיאה שטח רב ממנה בעיקר בפנים היבשת בעל אקלים מדברי בגלל הריחוק ממי ים החיוניים כמקור מים לגשמים בתקופה התפתחו המחטניים בתור הטריאס שגשגו
C-Top2Vec,Wiki_clean_text_v2,35,3838,אורניתומימיים מדעי משפחה דינוזאורים מקבוצת הקלורוזאורים האורניתומימים דמויי יען ושכנו בלאוראסיה צפון אמריקה אסיה ואירופה קלי תנועה בשל רגליהם האחוריות הארוכות הגפיים הקדמיות שימשו לאחיזה צווארם ארוך וראשם קטן חסרו השיניים ובמקומן מקור קרני כנראה אומניבורים אוכלי שניזונו מחולייתנים קטנים פרוקי רגליים ביצים וצמחים שרידי עקבות מין מהמשפחה כנראה סטרותיומימוס אלפרוזאורוס שבעבר זוהה כאורניתומימיי נמצאו 
C-Top2Vec,Wiki_clean_text_v2,35,1017,סטגוזאוריה מדעי אינפרא סדרה דינוזאורים בעלי אגן דמוי עוף אוכלי צמחים שהיו קרובים לאנקילוזאורים הסטגוזאורים התאפיינו בלוחות גרמיים בליטות גרמיות חדות גבם לעיתים כלל זנבם חודי עצם נוספים ששימשו כנראה להגנה מפני טורפים התקיימו במשך היורה ותחילת הקרטיקון המפורסם מכולם הסטגוזאורוס שפירוש שמו לטאה מכוסה לטאה בעלת גג שנתן השם לאיפרא סדרה כולה מיון משפחת הואיאנגוזאוריים משפחת סטגוזאוריים סוגים ללא מקור בש
C-Top2Vec,Wiki_clean_text_v2,36,213,האזורים בהם משתרע האקלים הסובטרופי מפת העולם האזורים הסובטרופיים מצויים בין קווי הרוחב צפון לקו הרוחב צפון חוג הסרטן ובין קו הרוחב דרום לקו הרוחב דרום חוג הגדי נוף ים תיכוני באנדלוסיה ספרד נוף מדבר חם נוף אקלים סובטרופי גשום אקלים סובטרופי אזור אקלים המשתרע מצפון ומדרום לאקלים הטרופי בין קווי הרוחב צפון ודרום קיימות הגדרות למאפייני אקלים סובטרופי הקלימטולוג ג'ון גריפיתס למשל כולל באזורי האקלים הסו
C-Top2Vec,Wiki_clean_text_v2,36,2406,ערפל כבד מגביל הראייה ערפל תופעה במזג האוויר שנוצרת כאשר שכבת אוויר לחה מתקררת במהירות כתגובה מכך נעשה האוויר סמיך והראות נעשית לקויה אשר מתפזר הערפל כליל הערפל יכול להיחשב כסוג ענן בגובה נמוך והוא מושפע מגופי מים ומטופוגרפיה ומחוזק הרוח כאשר הלחות מגיעה חלקיקי המים באוויר מתרבים וגדלים לחות הופכת לערפל כשגודל החלקיקים מגיעה למאית המילימטר והצפיפות מגיעה למאות חלקיקים בסנטימטר נוצר ענן הערפל ערפל 
C-Top2Vec,Wiki_clean_text_v2,36,2550,העיר אוקלהומהאוקלהומה סיטי באנגלית עיר הבירה מדינת אוקלהומה בארצות הברית עיר הבירה מחוז אוקלהומה אוקלהומה סיטי אחת הערים הגדולות ביותר במישורים הגדולים ארצות הברית והעיר הגדולה בחמש מדינות המישור אוקלהומה קנזס נברסקה דקוטה הצפונית ודקוטה הדרומית אוקלהומה סיטי העיר בגודלה בארצות הברית נכון מתגוררים בעיר תושבים כאשר בעיר רבתי מתגוררים מיליון תושבים היסטוריה העיר נוסדה באפריל כאשר המדינה כולה שהייתה 
C-Top2Vec,Wiki_clean_text_v2,37,1151,דיוקן הנכבש ולפני דיוקן הכובש בצרפתית ספר מאת אלבר ממי הדן בנושא הכיבוש הקולוניאליזם והסוגיות הקשורות בהם הספר נכתב מנקודת מבט פוסט קולוניאלית פי ממי ההצדקה הקולוניאליסט לכיבוש שהוא מביא הקידמה חשמל מים היגיינה כבישים קידום החינוך והמינהל הקולוניאליסט מיטיב הנשלטים בזה שהוא נותן חסותו הקולוניאליסט אינו רואה עצמו כעושק כבעל זכויות יתר כאחד שמנצל הילידים לטובת הרווח שלו ממי מותח ביקורת ההצדקה הזו לד
C-Top2Vec,Wiki_clean_text_v2,37,1290,החוק לשיקום שירות המדינה המקצועי בין החוקים הראשונים בגרמניה הנאצית שאפשרו אפליה כפי שפורסם בספר החוקים הגרמני החוק במהותו אוסר שאינו בן הגזע הארי מתנגדי המשטר הנאצי לעסוק בתפקיד ציבורי אפליה מכונה אפליה פסולה מונח סוציולוגי המציין הבדלה בין קבוצות חברתיות שונות קטגוריות חברתיות פרטים שונים הבדלה המעניקה לקבוצה פרט מסוימים יתרונות חסרונות יחסיים בהתייחסות אליהם מבלי שתהיה הצדקה עניינית לכך אפליה ע
C-Top2Vec,Wiki_clean_text_v2,37,4063,שנאת זרים נו פוביה בתעתיק אותיות מיוונית פחד מהזר מהמוזר יחס עוין מצד חברי קבוצה מסוימת חברה תרבות חברי קבוצות אחרות בשל היותם נבדלים המילה קסנופוביה משמשת לתיאור פחד סלידה מזרים גזענות מתוארת לעיתים בכלליות כצורה קסנופוביה דעות קדומות אחרות למשל הומופוביה המונח קסנופוב משמש לעיתים קרובות כגנאי לאדם שמתאפיין בגזענות בדלנות ולאומנות שנאת זרים שכיחה ובעבר הניחו תופעה אוניברסלית ובכל קבוצה תהיה בכל ע
C-Top2Vec,Wiki_clean_text_v2,38,1959,הנשיא יצחק הרצוג מבקר לוחמי הגנה האווירית מערך ההגנה האווירית בראשי תיבות מערך ההגנ בעבר מערך הנ הגוף המאגד יחידות הקרקע ההגנה האווירית צבא הגנה לישראל המערך אשר כפוף לחיל האוויר אחראי הגנת המרחב האווירי ישראל לצד כלי הטיס החיל דוקטרינת הגנת המרחב האווירי הישראלי קובעת חיל האוויר נסמך בעיקר מטוסי יירוט ככלי להשגת עליונות אווירית ואל מול מערך ההגנה האווירית מהווה קו ההגנה האחרון מפני איומים אוויריי
C-Top2Vec,Wiki_clean_text_v2,38,3741,חטיבת אלכסנדרוני חטיבה בעבר חטיבה וחטיבה חטיבת חי במילואים בצבא הגנה לישראל אחת משלוש חטיבות יוצאי חטיבת גולני יחד חטיבת כרמלי וחטיבת עודד החטיבה החלה דרכה כחטיבת חי שפעלה במלחמת העצמאות והופקדה הגנת השרון נקראה נחל אלכסנדר החטיבה הוקמה בדצמבר ומפקדה במשך רוב תקופת המלחמה דן אבן הקמת צה הפכה חטיבת אלכסנדרוני לחטיבת חיל רגלים בצה כיום החטיבה מוזנת בעיקר מיוצאי גדוד חטיבת גולני החטיבה במלחמת העצמאות
C-Top2Vec,Wiki_clean_text_v2,38,148,טנק מרכבה סימן חטיבה בעת ביצוע ירי בתותח טנק מרכבה סימן חטיבה מערכת הגנה אקטיבית לטנקים מעיל רוח במהלך מבצע צוק איתן חטיבה המכונה עוצבת עקבות הברזל חטיבת שריון סדירה בצה תחת פיקוד עוצבת הפלדה אוגדה כיום החטיבה מפעילה טנקי מרכבה סימן מערכת הגנה אקטיבית לטנקים מעיל רוח ומערכת ניהול קרב ממוחשבת צי החלה בקליטת טנקים מסוג מרכבה ברק היסטוריה התפתחות הרכב החטיבה החטיבה הוקמה בשנת בסיס גדוד טנקי מגח שלח ג
C-Top2Vec,Wiki_clean_text_v2,39,3962,פרס אבי חי פרס שנתי ליחידים ומוסדות הפועלים לקירוב לבבות בין המחנות השונים בחברה היהודית בישראל גובה הפרס עמד אלף מטעם קרן אבי חי הפרס הוענק לפעילים יחידים ומוסדיים בעיקר בתחום החינוך מורים מחנכים ראשי מוסדות חינוכיים המצטיינים בפעולה חינוכית שעונה מטרות היסוד קרן אבי חי זכיות המידע מתוך אתר הקרן תשנ דניאל טרופר תשנ אריה בן גוריון תשנ צבי צמרת תשנ רב מנחם פרומן תשנ רות קלדרון בן שחר ומוטי בר אור ת
C-Top2Vec,Wiki_clean_text_v2,39,38,פרס לויצקי פרס ישראלי לחוקר ישראלי בתחום האלגברה הפרס נוסד ידי משפחת לויצקי לזכר יעקב לויצקי ורעייתו שרלוטה הפרס מוענק פעם בשנתיים למתמטיקאי ישראלי מצטיין מחקר בתחום האלגברה בנושאים קרובים גובה הפרס דולר אמריקאי לזוכה חתני הפרס יעקב ורשבסקי האוניברסיטה העברית בירושלים שלמה ג'לקי אוניברסיטת בן גוריון בנגב עוזי וישנה אוניברסיטת בר אילן יהודה שלום אוניברסיטת תל אביב מריה גורליק מכון ויצמן למדע ניר אב
C-Top2Vec,Wiki_clean_text_v2,39,4341,מספר זוכי פרס נובל ממוצא יהודי לפי שנה יהודים ומי שאחד מהוריהם יהודי זכו פרסי נובל מתוך אישים זוכי פרס נובל וכולל שנת שהם מכלל פרסי נובל שחולקו בארבעת התחומים המדעיים מחקריים בלבד דהיינו ללא ספרות ושלום מהזוכים יהודים מכיוון שהמגדירים עצמם כיהודים מהווים מאוכלוסיית העולם הרי ששיעור הזכיות אצל היהודים עומד בערך פי מאה מהממוצע העולמי בעשורים האחרונים גדל שיעור חתני הפרס ממוצא יהודי בשנים מאז מפנה המ
C-Top2Vec,Wiki_clean_text_v2,40,4970,סימן שאלה סימן פיסוק דקדוקי המחליף בסוף משפט הנקודה ומעמיד המשפט המצוין בגדר שאלה בקשת מידע שימוש השימוש בסימן יהיה בסופו משפט שאלה ישיר היינו משפט שאלה בו אדם אחד פונה ישירות לאחר לדוגמה שאל נמצא במשפט שאלה עקיף נהוג לסמן סימן שאלה לדוגמה שאל אותי נמצא מנת לציין תמיהה הקורא מקובל לציין סימן שאלה בתוך סוגריים שימוש בשפה האנגלית בשפה האנגלית ניתן להשתמש בסימן השאלה בסדרה שאלות שימוש בשפה הספרדית בס
C-Top2Vec,Wiki_clean_text_v2,40,3462,סימן קריאה סימן פיסוק המסמן סופו משפט לרוב משפט קריאה ציווי במקלדת הסימן נמצא המקש הספרה ומתקבל ידי שימושים סימן הקריאה מסמן סופו משפט קריאה ציווי דוגמה לציווי עצור דוגמה למשפט קריאה הצילו סימן קריאה יופיע כאשר מציינים דיבור ישיר לדוגמה קרא עצור אך בדיבור עקיף צעק לנו לעצור סימן קריאה הנתון בסוגריים בתוך משפט משמש להדגשת הנאמר להבהרה שהכותב אכן התכוון לכתוב כפי שכתב ושאין מדובר למשל בשגיאת סופר בפ
C-Top2Vec,Wiki_clean_text_v2,40,1011,נקודה סימן פיסוק המשמש לרוב לציין סיומו המשפט הנקודה כמסיימת משפט בשפות רבות בעולם משתמשים בנקודה לסיום משפט כך נוצרת הפרדה בין המשפטים שעוזרת לקרוא בצורה ברורה לדוגמה בעברית הלכתי לטייל בדרך ראיתי כלב סימן קיצור בשפה האנגלית הנקודה משמשת לציין קיצורים לדוגמה סינית בשפה הסינית משתמשים בסימן הנקודה להפריד בין פרטי לשם משפחה בכתיבת שמות זרים לדוגמה וליאן שאשיביה התעתיק הסיני שמו ויליאם שייקספיר משתמ
C-Top2Vec,Wiki_clean_text_v2,41,3536,זוג פלטאוזאורוסים רבים דינוזאורים הופיעו בסוף הטריאס טריאס עליון באנגלית ראשון התקופה השלישית והאחרונה בתור הטריאס שבעידן המזוזואיקון הקרובה לזמננו מאשר טריאס תיכון התקופה החלה לפני מיליון שנים והסתיימה לפני מיליון שנים מחולקת לשלושה גילאים תת יחידות זמן תקופה רטיין נוריאן וקרניאן ראו לוח הזמנים הגאולוגי
C-Top2Vec,Wiki_clean_text_v2,41,593,מגוון טורפים ימיים שחיו בתקופת הטריאס התחתון טריאס תחתון תת תור תקופה בתור הטריאס אשר בעידן המזוזואיקון והוא התקופה הקדומה ביותר בעידן התקופה החלה מיליוני שנים לפני זמננו והסתיימה מיליוני שנים לפני זמננו מחולקת לשני גילאים תת יחידות זמן תקופה אולנקיאן ואינדואן הטריאס התחתון ובחלקו הטריאס התיכון משתרע תקופת ההתאוששות הביוטית מאירוע ההכחדה הפרמי טריאסי אירוע ההכחדה ההמוני החמור ביותר בתולדות כדור הא
C-Top2Vec,Wiki_clean_text_v2,41,4783,נוף מהקרטיקון התחתון בו נראים שלושה איגואנודונים נאוונאטור זוג אורניתומימים ואאוטירנוס רודף אחרי היפסילופודוניים קרטיקון תחתון תקופה בתור הקרטיקון שבעידן המזוזואיקון שנמשכה מיליוני שנים מלפני מיליוני שנים בערך לפני מיליוני שנים בערך ראו לוח הזמנים הגאולוגי
C-Top2Vec,Wiki_clean_text_v2,42,564,ניידת טיפול נמרץ מגן דוד אדום משנות אמבולנס בחזית בניין שערי צדק הישן ניידת טיפול נמרץ מגן דוד אדום אמבולנס כלי תחבורה שהותאם לשנע אנשי צוות רפואי ציוד רפואי וחולים האמבולנס מיועד לשנע אנשי הצוות הרפואי במהירות החולה ולאחר מכן לפנותו במהירות האפשרית לבית חולים לצורך מתן טיפול רפואי מתאים האמבולנס מצויד בציוד הנדרש מנת לשמר מצבו החולה הפצוע ולספק עזרה ראשונה בסיסית הגעתו לבית חולים לכל אמבולנס נלוו
C-Top2Vec,Wiki_clean_text_v2,42,232,פיקסלים צוותי רפואת חירום מחיל האוויר ארצות הברית בתרגיל המדמה טיפול בנפגעי רעידת אדמה רפואת חירום ענף במדעי הבריאות העוסק בטיפול במצבי חירום רפואיים בתנאי שדה כלומר שלא במסגרת בית חולים צוותי רפואת חירום במגזר האזרחי פועלים בעיקר במערכי אמבולנסים ומסוקים גופי רפואת חירום ממלכתיים ופרטיים ביחידות חילוץ בגופים ביטחוניים במסגרות צבאיות התפתחות רפואת החירום כוללת שימוש בטכנולוגיות מתקדמות כגון אינטלי
C-Top2Vec,Wiki_clean_text_v2,42,1417,מסוק יסעור חיל האוויר הישראלי מדגים משימת חילוץ ופינוי רפואי אחד מתפקידי מסוקי תובלה בחילות אוויר מסוק בלק הוק ינשוף יכול לשאת לוחמים כושר התמרון שלו הופך אידיאלי להסקה לשטח לחימה מסוק תובלה בצה מכונה מסוק סער מסוק המשמש להובלת נוסעים ציוד היסטוריה השימוש במסוקי תובלה החל בשלהי שנות המאה אולם מלחמת קוריאה שהנחילה המסוק כעובדה בשטח והיא אף כונתה אדמת ההוכחה המסוק שימושים אזרחיים מסוקי תובלה אזרחיים
C-Top2Vec,Wiki_clean_text_v2,43,3388,רשת עירונית באנגלית רשת תקשורת הפרוסה פני עיר קמפוס אוניברסיטה למשל רשת עירונית יכולה לשמש לחיבור מספר רשתות מקומיות קרובות גאוגרפית כאשר ביניהן קיים קשר לוגי הדוק במקרים רבים משמשת רשת כדרך לחבר הרשתות המקומיות לזו לרשתות גדולות ארציות עולמיות כדוגמת האינטרנט לדוגמה באוניברסיטה קיימת רשת מקומית לכל פקולטה הרשתות מחוברות ביחד לרשת עירונית שמחוברת בנקודה אחת לרשת אזורית למשל רשת בין אוניברסיטאית לא
C-Top2Vec,Wiki_clean_text_v2,43,443,מסחרי ון קניות אשר כולל חנויות ושירותים שונים פי רוב חנויות ממוקמות כך שפתחיהן פונים לרחוב ומעליהן בנויים בתי דירות ה המסחרי ממוקם ב העיר והגישה אליו בתחבורה ציבורית נוחה ה המסחרי תפס מקומו השוק הפרוץ לכל נזקי מזג האוויר אף בימינו שוקי הירקות והפירות מכוסים במספיק סככות הנושקות לזו רוב שטחם מכוסה ב המסחרי נותרו עדיין אלמנטים בלתי סדורים בשוק המתבטאים בעיקר בצפיפות בכבישים הסמוכים ל המסחרי בחניות כ
C-Top2Vec,Wiki_clean_text_v2,43,20,קווי השלום בלפסט סדרה מחסומי הפרדה שאורכם נע בין מאות מטרים כחמישה קילומטרים המפרידים בין שכונות פרוטסטנטיות וקתוליות בבלפסט מטרת המחסומים להקטין ככל האפשר האלימות בין הקתולים והפרוטסטנטים המחסומים בנוים מקירות ברזל לבנים ופלדה מגיעים לגובה כשמונה מטרים ובראשם רשתות מתכת בחומות משולבים שערים המאוישים ידי המשטרה ומאפשרים מעבר בשעות אך סגורים בשעות הלילה המחסומים הראשונים גדרות תיל שהוצבו בספטמבר כצ
C-Top2Vec,Wiki_clean_text_v2,44,4714,תמסורת גלגלי שיניים גלגל ופס שיניים גלגל שיניים גלגל אשר בהיקפו מסודרות שיניים במרחקים שווים אחת מן השנייה אשר נועד להעביר מומנט שילוב כוח ותנועה לגלגל שיניים נוסף לכל רכיב משונן אחר שיני הגלגל מעוצבות כך שמידת החיכוך הרטט והרעש יהיו מינימליים בעוד שהעברת הכוח תהיה מקסימלית בצמד גלגלי שיניים כאשר גלגל אחד מסתובב לכיוון מסוים הגלגל השני מסתובב בכיוון ההפוך מערכת גלגלי שיניים שנקראת תמסורת כוללת פעמ
C-Top2Vec,Wiki_clean_text_v2,44,543,אחד ממנגנוני תיבת ההילוכים תיבת הילוכים מערכת תמסורת מכנית המתאמת בין התקן מניע מנוע כלשהו מנוע בנזין מנוע דיזל לבין התקן מונע כלשהו ומאפשרת לשנות היחס בין המהירות שלהם ובין עוצמת המומנט שהם מפעילים בניגוד לתמסורת קבועה מהירות הסיבוב עומדת ביחס הפוך למומנט המופעל ולכן שילוב תיבת ההילוכים להילוך נמוך מגביר מומנט ההתקן המניע ומאפשר להתגבר ביתר קלות ההתנגדות שההתקן המונע מפעיל נגדו תיבות הילוכים נפוצ
C-Top2Vec,Wiki_clean_text_v2,44,1590,כוח לורנץ הכוח הפועל מטען חשמלי עקב נוכחותם שדה חשמלי ושדה מגנטי הכוח גורם לחלקיקים לנוע לשנות כיוון להאיץ והוא עומד בבסיס פעולתם תופעות רבות בטבע ובטכנולוגיה כגון יצירת זרמים חשמליים פעולת מנועים חשמליים והתפשטות גלים אלקטרומגנטיים כאשר משתמשים במערכת היחידות הבין לאומית הכוח ניתן ידי כאשר גודל המטען בקולון השדה השדה החשמלי בוולט למטר השדה השדה המגנטי בטסלה המהירות החלקיק במטר לשנייה הסימון מסמל 
C-Top2Vec,Wiki_clean_text_v2,45,2087,חניתות יארי שונות יארי סוג חנית יפנית בעלת להב ישר אמנות הלחימה ביארי נקראת סו ג'ו טסו ג'וטסו פירושו טכניקה וסו פירושו חנית היארי הקצרות נקראות מוצ'י יארי טא יארי והארוכות נקראות אומי נו יארי הגרסאות הארוכות ביותר נשאו רגלים ואת הגרסאות הקצרות נשאו בדרך כלל סמוראים ופרשים היארי אפיין להב ישר שאורכו נע בין מספר בודדים לאורך כמעט מטר הלהבים עשויים לרוב מאותה פלדה איכותית ממנה עשויים ראשי החצים וכלי 
C-Top2Vec,Wiki_clean_text_v2,45,1006,דו ביפנית ברומאג'י אמנות לחימה יפנית מודרנית גנדאי בודו וספורט לחימה העוסק בלוחמה בקטאנה הקנדו התפתח למגוון שיטות לחימה יפניות מסורתיות קוריו שעסקו בלוחמה בחרב במהלך המאות השמונה עשרה והתשע עשרה בתוך בתי הספר לקנג'וטסו משנת ואילך הוגדר הרעיון מאחורי הקנדו לחנך הרוח האנושית ידי יישום עקרונות הקטאנה מכאן שקנדו משמעת עצמית בזמן שטכניקת הלחימה קנג'וטסו קנדו נלמד חרבות העשויות מבמבוק חצוי הנקראות שינאי
C-Top2Vec,Wiki_clean_text_v2,45,1791,דנוונטרי האיור ודה אוחז בידו צמחי מרפא דנוונטרי אווטאר האל ההינדואי וישנו דנוונטרי מופיע בודות כרופא האלים והוא האל הרפואה האיורודית שעל פי האמונה ניתנה לאדם ידי האלים דנוונטרי מופיע כאל וישנו ולו ארבע ידיים ניתן לזהותו באמצעות הפריטים בהם אוחז צמחי מרפא ביד אחת ונקטר נעורים ביד השנייה בידו השלישית צ'קרה בידו הרביעית מחזיק כתבי הקודש עלוקה
C-Top2Vec,Wiki_clean_text_v2,46,159,השפות הגרמאניות אחד הענפים השפות ההודו אירופיות שכוללות השפות שדיברו השבטים הגרמאניים שהתיישבו בצפון אירופה לאורך גבולות האימפריה הרומית ואת השפות המודרניות שהתפתחו מהן נהוג לחלק השפות הגרמאניות לשלוש קטגוריות שפות גרמאניות מזרחיות שפות גרמאניות מערביות ושפות גרמאניות צפוניות השפות הגרמאניות המזרחיות נכחדו ישנם בעולם מיליון דוברי שפות גרמאניות כשפות רובם דוברי גרמנית מיליון דוברים רובם כשפת אנגלית
C-Top2Vec,Wiki_clean_text_v2,46,3577,באופן רשמי תקן לקידוד תווים סיביות התקן מכיל חלקים ממוספרים למשל לחלק השני בהתאם לכתב הנוסף ללטינית בסיסית שבו תקן תומך מבוסס תקן קידוד בן סיביות המקודד האלפבית הלטיני הבסיסי כלומר ללא אקצנטים ומספרים וסימני פיסוק תווי בקרה במספרים בכתיב הקסדצימלי החלקים תקן נאמנים לקידוד והם תואמים המקומות הראשונים שלהם מרחיבים בכך שהם מקצים תווים נוספים המקומות הבאים מבנה החלקים בנויים שאפשר כך קודים מוקדשים לתו
C-Top2Vec,Wiki_clean_text_v2,46,2079,קבוצות השפות האוסטרונזיות השפות האוסטרונזיות משפחת שפות שמדוברות בעיקר באזורי אוקיאניה ודרום מזרח אסיה המשפחה כוללת לפחות שפות והן כחמישית מכלל השפות הידועות בעולם מספר השפות במשפחה הגדול ביותר בכל משפחות השפות מספר דוברי השפות האוסטרונזיות מוערך מיליון רוב הדוברים תושבי דרום מזרח אסיה וחלקם תושבי מזרח אפריקה ואוקיאניה השפות הגדולות במשפחה כולן מהענף המלאי פולינזי כמעט שליש מדוברי השפות האוסטרונזי
C-Top2Vec,Wiki_clean_text_v2,47,1776,נורה כאוטומט סופי אוטומט סופי מכונה מופשטת בתורת החישוביות במדעי המחשב שהיא בעלת זיכרון מוגבל ומגדירה שפה פורמלית רגולרית סיווג קיימים שני סוגים אוטומטים סופיים אוטומט סופי דטרמיניסטי ואוטומט סופי דטרמיניסטי ניתן לתאר אוטומט סופי דטרמיניסטי באמצעות קבוצה סופית מצבים המשמשים האוטומט והוא עובר בהם לפי כללים קבועים מראש במהלך קריאת מילת קלט חלק ממצבי האוטומט מצבים מקבלים בסוף קריאת המילה מגיע האוטומט
C-Top2Vec,Wiki_clean_text_v2,47,4129,האוטומט הנוכחי אוטומט סופי דטרמיניסטי אסל אנו נמצאים במצב ומגיעה הספרה האוטומט יכול לעבור למצב למצב הדבר לגבי קליטת הספרה האוטומט יכול לבחור לעבור למצב למצב עצם כך שהאוטומט אוטומט סופי מלא אסל נובעת מכך שביתר המצבים מלבד המצב ההתחלתי התייחסות לכל אות קלט מא האוטומט לפיכך נמצאים במצב ומגיעה הספרה האוטומט יודע לאין ללכת והוא נתקע ההיתקעות משמעה שהמילה הקלט מתקבלת ידי האוטומט מילה הייתה מתקבלת קיים מ
C-Top2Vec,Wiki_clean_text_v2,47,2051,באנליזה מרוכבת ואנליזה הרמונית משוואות קושי רימן צמד משוואות דיפרנציאליות חלקיות שאותן מקיימים שני הרכיבים הממשי והמרוכב פונקציה אנליטית מרוכבת בכיוון ההפוך הפונקציות הממשיות דיפרנציאביליות ומקיימות המשוואות אז פונקציה אנליטית תנאי לאנליטיות נקרא תנאי קושי רימן ניסוח פורמלי תהא פונקציה מרוכבת אז ניתן לכתוב כסכום שתי פונקציות ממשיות משוואות קושי רימן שתי המשוואות הדיפרנציאליות הבאות תנאי קושי רימן 
C-Top2Vec,Wiki_clean_text_v2,48,977,כתר בשיניים כתר ברפואת שיניים כתר תחליף מלאכותי לכתר השן כותרת השן הטבעי החלק בשן המכוסה אמייל ואשר ניתן לראותו בולט מהחניכיים כתרים מלאכותיים מותקנים בדרך כלל במקרים נזק חמור לשן לרוב עשויים מסגסוגת מתכתית שעליה מאוחה חרסינה בגוון מתאים לשיניים השכנות הכנה והתקנת הכתר הכנת והתקנת הכתר מתבצעת בכמה שלבים במקרים רבים מתבצע מבנה מילוי השן הפגועה באמצעות סתימה כדי להעניק בסיס מוצק וטוב לכתר רופא השיני
C-Top2Vec,Wiki_clean_text_v2,48,4263,טשטוש כתוצאה מעדשה אסטיגמטית במרחקים שונים אסטיגמציה אסטיגמטיזם ידועה צילינדר ליקוי ראייה נפוץ האסטיגמציה נגרמת כתוצאה מהפרש ברדיוסי הקימור הקרנית העדשה שגורמים לעיוות בעקבות הקרנית איננה מבצעת שבירת אור מדויקת והאור האמור ממוקד איננו נופל במדויק הגומה ה ית ברשתית תופעה הקרויה אברציה אופטית משום שהרשתית מעט מתוחה בגלל הצורה העגלגלה העין מתקבלת הרשתית מעוותת מתוחה הדבר דומה לתמונה שמתקבלת כאשר אדם 
